track,instrument,start_time,end_time,note_type,note_strength
0,,14.989583333333332,15.234375,24,40
0,,19.005208333333332,19.036458333333332,2a,40
0,,25.223958333333332,25.5,3c,40
0,,44.359375,44.5,43,40
0,,47.48958333333333,47.52083333333333,36,40
0,,47.98958333333333,48.02083333333333,36,40
0,,48.494791666666664,48.526041666666664,36,40
0,,48.619791666666664,48.651041666666664,36,40
0,,49.494791666666664,49.526041666666664,36,40
0,,50.994791666666664,51.026041666666664,36,40
0,,51.494791666666664,51.526041666666664,36,40
0,,57.22395833333333,57.5,3c,40
0,,75.99479166666666,76.02604166666666,36,40
0,,76.359375,76.5,43,40
0,,77.99479166666666,78.02604166666666,36,40
0,,81.99479166666666,82.02604166666666,36,40
0,,82.375,82.40625,36,40
0,,84.99479166666666,85.02604166666666,36,40
0,,93.48958333333333,93.52083333333333,36,40
0,,95.49479166666666,95.52604166666666,36,40
0,,97.61979166666666,97.65104166666666,36,40
0,,102.25,102.28125,36,40
0,,102.86979166666666,102.90104166666666,36,40
0,,103.375,103.40625,36,40
0,,103.61979166666666,103.65104166666666,36,40
0,,107.22395833333333,107.5,3c,40
0,,111.90104166666666,111.94270833333333,40,40
0,,121.74479166666666,121.77604166666666,36,40
0,,126.359375,126.5,43,40
0,,132.88541666666666,132.91666666666666,36,40
0,,133.98958333333331,134.02083333333331,36,40
0,,134.11979166666666,134.15104166666666,36,40
0,,135.125,135.15625,36,40
0,,139.22395833333331,139.5,3c,40
0,,152.11979166666666,152.15104166666666,36,40
0,,152.375,152.40625,36,40
0,,152.99479166666666,153.02604166666666,36,40
0,,153.38020833333331,153.41145833333331,36,40
0,,158.359375,158.5,43,40
0,,159.38020833333331,159.41145833333331,36,40
0,,161.98958333333331,162.02083333333331,36,40
0,,162.36979166666666,162.40104166666666,36,40
0,,162.86979166666666,162.90104166666666,36,40
0,,164.0,164.03125,36,40
0,,165.13020833333331,165.16145833333331,36,40
0,,165.61979166666666,165.65104166666666,36,40
0,,166.86979166666666,166.90104166666666,36,40
0,,167.74479166666666,167.77604166666666,36,40
