track,instrument,start_time,end_time,note_type,note_strength
0,,11.16272,12.209225,47,61
0,,12.209225,12.55806,4c,66
0,,12.55806,13.9534,4b,61
0,,15.34874,16.046409999999998,40,67
0,,16.046409999999998,16.74408,3f,67
0,,16.74408,18.13942,31,5f
0,,16.74408,18.13942,3d,62
0,,13.9534,18.13942,49,64
0,,18.13942,18.83709,4b,65
0,,18.83709,19.53476,49,62
0,,18.13942,19.53476,34,63
0,,18.13942,19.53476,40,63
0,,16.74408,19.53476,44,5e
0,,19.53476,20.9301,3f,67
0,,19.53476,20.9301,47,63
0,,20.9301,22.32544,3d,65
0,,20.9301,22.32544,46,5e
0,,19.53476,22.32544,36,60
0,,19.53476,22.32544,4e,67
0,,22.32544,23.02311,3f,61
0,,23.02311,23.720779999999998,40,5f
0,,22.32544,23.720779999999998,2f,60
0,,22.32544,23.720779999999998,3b,5f
0,,23.720779999999998,24.41845,3f,62
0,,24.41845,25.11612,3b,5f
0,,23.720779999999998,25.11612,33,5f
0,,22.32544,25.11612,47,60
0,,25.11612,25.81379,49,5f
0,,25.11612,25.81379,51,65
0,,25.81379,26.51146,47,66
0,,25.81379,26.51146,50,63
0,,26.51146,27.20913,44,63
0,,26.51146,27.20913,4e,60
0,,27.20913,27.9068,40,65
0,,27.20913,27.9068,4c,64
0,,25.11612,27.9068,34,67
0,,25.11612,27.9068,3d,66
0,,27.9068,28.60447,3d,67
0,,28.60447,29.302139999999998,40,66
0,,27.9068,29.302139999999998,31,64
0,,29.302139999999998,29.99981,40,61
0,,29.99981,30.69748,40,66
0,,29.302139999999998,30.69748,34,60
0,,27.9068,30.69748,44,63
0,,27.9068,30.69748,50,65
0,,30.69748,32.092819999999996,42,5e
0,,30.69748,32.092819999999996,47,64
0,,30.69748,32.092819999999996,4e,62
0,,32.092819999999996,32.79049,3d,60
0,,32.79049,33.48816,3d,63
0,,32.092819999999996,33.48816,46,62
0,,30.69748,33.48816,36,67
0,,33.48816,34.185829999999996,3f,62
0,,34.185829999999996,34.8835,40,60
0,,33.48816,34.8835,2f,67
0,,33.48816,34.8835,47,61
0,,34.8835,35.58117,3f,65
0,,35.58117,36.27884,3b,60
0,,34.8835,36.27884,33,62
0,,34.8835,36.27884,4b,64
0,,33.48816,36.27884,23,66
0,,33.48816,36.27884,42,5f
0,,36.27884,39.06952,28,64
0,,36.27884,39.06952,34,61
0,,36.27884,39.06952,42,63
0,,36.27884,39.06952,49,63
0,,36.27884,39.06952,51,65
0,,39.06952,41.8602,25,61
0,,39.06952,41.8602,31,65
0,,39.06952,41.8602,40,64
0,,39.06952,41.8602,50,5e
0,,41.8602,44.65088,2a,67
0,,41.8602,44.65088,36,60
0,,41.8602,44.65088,40,67
0,,30.47616,34.28568,23,5f
0,,30.47616,34.28568,2f,65
0,,30.47616,34.28568,3f,66
0,,41.8602,34.28568,4e,65
0,,39.06952,34.28568,47,5f
0,,11.076516,11.079721010416668,45,3b
0,,11.076516,11.079721010416668,2a,44
0,,11.076516,11.171063807291667,42,53
0,,11.076516,11.171063807291667,3b,53
0,,11.076516,11.171063807291667,36,4d
0,,11.076516,11.171063807291667,2f,4f
0,,11.076516,11.2111264375,3f,5c
0,,11.076516,11.2111264375,3b,5c
0,,11.076516,11.2111264375,36,5c
0,,11.076516,11.2111264375,2f,5c
0,,11.384197,11.5188074375,3f,35
0,,11.384197,11.5188074375,3b,35
0,,11.384197,11.5188074375,36,2e
0,,11.384197,11.5188074375,2f,2d
