track,instrument,start_time,end_time,note_type,note_strength
0,,8.727264,8.993172825,41,40
0,,8.727264,8.993172825,3c,40
0,,8.727264,8.993172825,35,40
0,,8.999991000000001,9.265899825,41,40
0,,8.999991000000001,9.265899825,3c,40
0,,8.999991000000001,9.265899825,35,40
0,,9.272718000000001,9.538626825000001,41,40
0,,9.272718000000001,9.538626825000001,3c,40
0,,9.272718000000001,9.538626825000001,35,40
0,,9.545445,9.811353825000001,41,40
0,,9.545445,9.811353825000001,3c,40
0,,9.545445,9.811353825000001,35,40
0,,9.818172,10.084080825000001,41,40
0,,9.818172,10.084080825000001,3c,40
0,,9.818172,10.084080825000001,35,40
0,,10.090899,10.356807825,41,40
0,,10.090899,10.356807825,3c,40
0,,10.090899,10.356807825,35,40
0,,10.363626,10.629534825,41,40
0,,10.363626,10.629534825,3c,40
0,,10.363626,10.629534825,35,40
0,,10.636353000000002,10.902261825,41,40
0,,10.636353000000002,10.902261825,3c,40
0,,10.636353000000002,10.902261825,35,40
0,,10.909080000000001,11.174988825000002,38,40
0,,10.909080000000001,11.174988825000002,33,40
0,,10.909080000000001,11.174988825000002,2c,40
0,,11.181807000000001,11.447715825000001,38,40
0,,11.181807000000001,11.447715825000001,33,40
0,,11.181807000000001,11.447715825000001,2c,40
0,,11.454534,11.720442825000001,38,40
0,,11.454534,11.720442825000001,33,40
0,,11.454534,11.720442825000001,2c,40
0,,11.727261,11.993169825,38,40
0,,11.727261,11.993169825,33,40
0,,11.727261,11.993169825,2c,40
0,,11.999988,12.265896825,38,40
0,,11.999988,12.265896825,33,40
0,,11.999988,12.265896825,2c,40
0,,12.272715000000002,12.538623825,38,40
0,,12.272715000000002,12.538623825,33,40
0,,12.272715000000002,12.538623825,2c,40
0,,12.545442000000001,12.811350825000002,38,40
0,,12.545442000000001,12.811350825000002,33,40
0,,12.545442000000001,12.811350825000002,2c,40
0,,12.818169000000001,13.084077825000001,38,40
0,,12.818169000000001,13.084077825000001,33,40
0,,12.818169000000001,13.084077825000001,2c,40
0,,13.090896,13.356804825000001,3f,40
0,,13.090896,13.356804825000001,3a,40
0,,13.090896,13.356804825000001,33,40
0,,13.363623,13.629531825,3f,40
0,,13.363623,13.629531825,3a,40
0,,13.363623,13.629531825,33,40
0,,13.63635,13.902258825,3f,40
0,,13.63635,13.902258825,3a,40
0,,13.63635,13.902258825,33,40
0,,13.909077000000002,14.174985825,3f,40
0,,13.909077000000002,14.174985825,3a,40
0,,13.909077000000002,14.174985825,33,40
0,,14.181804000000001,14.447712825000002,3f,40
0,,14.181804000000001,14.447712825000002,3a,40
0,,14.181804000000001,14.447712825000002,33,40
0,,14.454531000000001,14.720439825000001,3f,40
0,,14.454531000000001,14.720439825000001,3a,40
0,,14.454531000000001,14.720439825000001,33,40
0,,14.727258,14.993166825000001,3f,40
0,,14.727258,14.993166825000001,3a,40
0,,14.727258,14.993166825000001,33,40
0,,14.999985,15.265893825000001,3f,40
0,,14.999985,15.265893825000001,3a,40
0,,14.999985,15.265893825000001,33,40
0,,15.272712000000002,15.363621000000002,2e,40
0,,15.272712000000002,15.538620825,3a,40
0,,15.272712000000002,15.538620825,35,40
0,,15.545439000000002,15.636348000000002,2e,40
0,,15.545439000000002,15.811347825000002,3a,40
0,,15.545439000000002,15.811347825000002,35,40
0,,15.818166000000002,15.909075000000001,2e,40
0,,15.818166000000002,16.084074825000002,3a,40
0,,15.818166000000002,16.084074825000002,35,40
0,,16.090893,16.181802,2e,40
0,,16.090893,16.356801825,3a,40
0,,16.090893,16.356801825,35,40
0,,16.36362,16.454529,2e,40
0,,16.36362,16.629528825,3a,40
0,,16.36362,16.629528825,35,40
0,,16.636347,16.727256,2e,40
0,,16.636347,16.902255825,3a,40
0,,16.636347,16.902255825,35,40
0,,16.909074,16.999983,2e,40
0,,16.909074,17.174982825,3a,40
0,,16.909074,17.174982825,35,40
0,,17.181801,17.27271,2e,40
0,,17.181801,17.447709825,3a,40
0,,17.181801,17.447709825,35,40
0,,17.454528,17.720436825,3c,40
0,,17.454528,17.720436825,3c,40
0,,17.454528,17.720436825,35,40
0,,17.454528,17.720436825,48,40
0,,17.454528,17.720436825,41,40
0,,17.727255000000003,17.993163825,3c,40
0,,17.727255000000003,17.993163825,3c,40
0,,17.727255000000003,17.993163825,35,40
0,,17.727255000000003,17.993163825,48,40
0,,17.727255000000003,17.993163825,41,40
0,,17.999982000000003,18.265890825000003,3c,40
0,,17.999982000000003,18.265890825000003,3c,40
0,,17.999982000000003,18.265890825000003,35,40
0,,17.999982000000003,18.265890825000003,48,40
0,,17.999982000000003,18.265890825000003,41,40
0,,18.272709000000003,18.538617825000003,3c,40
0,,18.272709000000003,18.538617825000003,3c,40
0,,18.272709000000003,18.538617825000003,35,40
0,,18.272709000000003,18.538617825000003,48,40
0,,18.272709000000003,18.538617825000003,41,40
0,,18.545436000000002,18.811344825000003,3c,40
0,,18.545436000000002,18.811344825000003,3c,40
0,,18.545436000000002,18.811344825000003,35,40
0,,18.545436000000002,18.811344825000003,48,40
0,,18.545436000000002,18.811344825000003,41,40
0,,18.818163000000002,19.084071825000002,3c,40
0,,18.818163000000002,19.084071825000002,3c,40
0,,18.818163000000002,19.084071825000002,35,40
0,,18.818163000000002,19.084071825000002,48,40
0,,18.818163000000002,19.084071825000002,41,40
0,,19.09089,19.356798825000002,3c,40
0,,19.09089,19.356798825000002,3c,40
0,,19.09089,19.356798825000002,35,40
0,,19.09089,19.356798825000002,48,40
0,,19.09089,19.356798825000002,41,40
0,,19.363617,19.629525825,3c,40
0,,19.363617,19.629525825,3c,40
0,,19.363617,19.629525825,35,40
0,,19.363617,19.629525825,48,40
0,,19.363617,19.629525825,41,40
0,,19.636344,19.902252825,3c,40
0,,19.636344,19.902252825,3f,40
0,,19.636344,19.902252825,2c,40
0,,19.636344,19.902252825,48,40
0,,19.636344,19.902252825,4b,40
0,,19.636344,19.902252825,38,40
0,,19.636344,19.902252825,33,40
0,,19.909071,20.174979825,3c,40
0,,19.909071,20.174979825,3f,40
0,,19.909071,20.174979825,2c,40
0,,19.909071,20.174979825,48,40
0,,19.909071,20.174979825,4b,40
0,,19.909071,20.174979825,38,40
0,,19.909071,20.174979825,33,40
0,,20.181798,20.447706825,3c,40
