track,instrument,start_time,end_time,note_type,note_strength
0,,14.338500000000002,14.429020833333334,2a,40
0,,17.814500000000002,17.905020833333335,2a,40
0,,17.380000000000003,18.049854166666666,3b,40
0,,21.2905,21.381020833333334,2a,40
0,,23.24575,23.770770833333334,34,40
0,,24.7665,24.857020833333333,2a,40
0,,35.194500000000005,35.285020833333334,2a,40
0,,38.670500000000004,38.76102083333333,2a,40
0,,38.236000000000004,38.90585416666667,3b,40
0,,42.1465,42.23702083333333,2a,40
0,,44.10175,44.62677083333334,34,40
0,,45.6225,45.71302083333334,2a,40
0,,56.05050000000001,56.141020833333336,2a,40
0,,59.526500000000006,59.617020833333335,2a,40
0,,63.002500000000005,63.093020833333334,2a,40
0,,65.6095,65.93537500000001,40,40
0,,66.4785,66.56902083333334,2a,40
0,,69.95450000000001,70.04502083333334,2a,40
0,,73.43050000000001,73.52102083333334,2a,40
0,,76.90650000000001,76.99702083333334,2a,40
0,,79.51350000000001,79.839375,40,40
0,,87.3345,87.42502083333333,2a,40
0,,90.8105,90.90102083333333,2a,40
0,,90.376,91.04585416666667,3b,40
0,,94.2865,94.37702083333333,2a,40
0,,96.24175000000001,96.76677083333334,34,40
0,,97.7625,97.85302083333333,2a,40
0,,108.1905,108.28102083333334,2a,40
0,,111.66650000000001,111.75702083333334,2a,40
0,,111.232,111.90185416666667,3b,40
0,,115.14250000000001,115.23302083333334,2a,40
0,,117.09775,117.62277083333333,34,40
0,,118.61850000000001,118.70902083333334,2a,40
0,,129.0465,129.13702083333334,2a,40
0,,132.5225,132.61302083333334,2a,40
0,,135.9985,136.08902083333334,2a,40
0,,138.6055,138.931375,40,40
0,,139.4745,139.56502083333334,2a,40
0,,142.9505,143.04102083333333,2a,40
0,,146.4265,146.51702083333333,2a,40
0,,149.9025,149.99302083333333,2a,40
0,,152.5095,152.835375,40,40
0,,160.3305,160.42102083333333,2a,40
0,,162.9375,163.52588541666668,36,40
0,,163.8065,163.89702083333333,2a,40
0,,167.2825,167.37302083333336,2a,40
0,,170.7585,170.84902083333336,2a,40
0,,170.97575,171.28352083333334,2a,40
0,,174.2345,174.32502083333335,2a,40
0,,176.8415,177.42988541666668,36,40
0,,177.7105,177.80102083333335,2a,40
0,,181.18650000000002,181.27702083333335,2a,40
0,,184.66250000000002,184.75302083333335,2a,40
0,,184.87975,185.18752083333334,2a,40
0,,188.13850000000002,188.22902083333335,2a,40
0,,187.704,188.50963541666667,40,40
0,,191.61450000000002,191.70502083333335,2a,40
0,,195.09050000000002,195.18102083333335,2a,40
0,,194.656,195.46163541666667,40,40
0,,198.56650000000002,198.65702083333335,2a,40
0,,202.04250000000002,202.13302083333335,2a,40
0,,201.608,202.41363541666666,40,40
0,,205.51850000000002,205.60902083333335,2a,40
0,,208.99450000000002,209.08502083333335,2a,40
0,,208.56,209.3656354166667,40,40
0,,215.94650000000001,216.03702083333334,2a,40
0,,219.4225,219.51302083333334,2a,40
0,,222.8985,222.98902083333334,2a,40
0,,225.5055,225.831375,41,40
0,,226.3745,226.46502083333334,2a,40
0,,229.8505,229.94102083333334,2a,40
0,,233.3265,233.41702083333334,2a,40
0,,236.8025,236.89302083333334,2a,40
0,,239.4095,239.735375,41,40
0,,240.2785,240.36902083333334,2a,40
0,,247.2305,247.32102083333334,2a,40
0,,250.7065,250.79702083333333,2a,40
0,,254.1825,254.27302083333336,2a,40
0,,256.78950000000003,257.11537500000003,41,40
0,,257.6585,257.74902083333336,2a,40
0,,261.1345,261.22502083333336,2a,40
0,,264.6105,264.70102083333336,2a,40
0,,268.0865,268.17702083333336,2a,40
0,,270.69350000000003,271.019375,41,40
0,,271.5625,271.65302083333336,2a,40
